Cor_SCNA_Pro.correlation	Cor_SCNA_Pro.cor.pvalue	Cor_SCNA_mRNA.correlation	Cor_SCNA_mRNA.cor.pvalue
SORD	0.203868291436609	0.0243016057575074	0.283559119282424	0.00155084986670573
DUOX1	0.0257050757000461	0.838937020585411	0.234680146946411	0.0131659976808906
SHF	0.163012098852642	0.26827854197806	0.220016034117104	0.0157527921814902
GATM	0.142012120783944	0.118677989968677	0.283887623988253	0.00153058464775767
SPATA5L1	0.285436511272765	0.00143824113945779	0.204659622561889	0.0237432098921553
C15orf48	0.0943777579224087	0.301129107667009	0.193855110809915	0.0323954904986253
BLOC1S6	0.384879908533119	1.20206337532671e-05	0.409412923165445	2.83419647381214e-06
SQRDL	0.368586730969066	2.94970424261766e-05	0.459720155864235	9.99642254012861e-08
MYEF2	0.0998695391287853	0.273745331042448	0.227157145111207	0.0118632000183499
SLC12A1	0.0199341373385693	0.873773501438415	0.10581453316747	0.320903629037925
DUT	0.21148818954902	0.0193648771115912	0.190472880199407	0.0356003557616773
FBN1	0.0761018041391058	0.404772716443945	0.0888125066424805	0.332688479806775
CEP152	0.220299373901609	0.0558427530776346	-0.0651897117810409	0.475604008510198
SECISBP2L	0.210706755312108	0.0198277573485699	0.31283918485247	0.000450916875524483
COPS2	0.0167976352747678	0.854296751542467	0.313798461119803	0.000432080890537614
GALK2	0.252889783897834	0.00494898124644107	0.207905565186338	0.0215662653926243
DTWD1	0.140917990943647	0.121573423439198	0.395647983183468	6.46611200951665e-06
SLC27A2	0.20484514694001	0.0236138983632279	0.225764861340328	0.0127789818212903
GABPB1	0.165991642056979	0.0676604844178647	0.193313905187221	0.0450110813006368
USP8	0.605079549510177	1.56329629298253e-13	0.539716463389945	1.40921666576771e-10
TRPM7	0.229435083352516	0.0638636844277852	0.39486057244617	6.77104419759177e-06
SPPL2A	0.423223738515984	2.71332186427598e-06	0.47722239513582	2.73624296409975e-08
AP4E1	0.332490070743757	0.000182780587162572	0.422302322314891	1.26552751896304e-06
TNFAIP8L3	0.112983391217114	0.215320645329508	0.107719128854163	0.23958030293686
DMXL2	0.316685910604763	0.000379673272752761	0.382912142518646	1.34314646488706e-05
SCG3	0.0745119341618646	0.447788302343491	-0.137956931285923	0.197308053182971
LYSMD2	0.0514752216128088	0.573378482660953	0.0374401458028998	0.682226816137764
TMOD2	-0.0840386470567816	0.357410377898142	0.0377350509688876	0.679860454407949
TMOD3	0.420756530078813	1.39648091665179e-06	0.416670422446711	1.80741286177642e-06
LEO1	0.0772682881766412	0.397588518563527	0.439376360499436	4.12626890178105e-07
MYO5C	0.343408217257058	0.000107739264992955	0.328766861451817	0.000217912519481206
MYO5A	0.291787426796514	0.00111025755583277	0.272328678204273	0.00240875837381024
ARPP19	0.44168857545835	3.52838901744867e-07	0.384932605989247	1.1984844288454e-05
RSL24D1	-0.224403435172138	0.0129595972135242	0.44776592093393	2.32532160765095e-07
RAB27A	0.236537658297569	0.00871384467163196	0.240963184789928	0.00886770544862111
PIGB	0.0388638571281961	0.703990096804208	0.432776020877824	0.000254502589552735
CCPG1	0.349299512524594	0.00245422043416025	0.399779912349495	5.06741376537525e-06
PYGO1	0.279107865510336	0.0603229475058259	0.204386734830315	0.0239345162403786
NEDD4	0.346602014646676	9.19615266370847e-05	0.352931386209713	6.68536191705315e-05
RFX7	0.0947488065831863	0.315981728278776	0.40034900066743	4.89886416903368e-06
MNS1	0.116058116455447	0.276013106099192	0.217531314211313	0.0230749054617732
ZNF280D	0.386633608160637	1.08820998032808e-05	0.366162086794087	3.35759140127381e-05
TCF12	0.213540738796071	0.0181932131444329	0.38938364616268	9.29922410149412e-06
CGNL1	0.169593522825613	0.0618332442722903	0.169546849683002	0.0619060418705702
GCOM1	0.447425834681648	2.38072984287586e-07	0.320346651919346	0.000321663922437823
ALDH1A2	0.128114699055556	0.159632696999809	0.163986497032261	0.0722855951008185
ADAM10	0.409760806856519	2.77439796226355e-06	0.464999928192735	6.81401892120558e-08
FAM63B	0.277612717344168	0.00564731791226484	0.370492358600509	3.10961400150628e-05
SLTM	0.201141165799096	0.02631290318134	0.485531330984245	1.4414593186849e-08
CCNB2	-0.137752877140712	0.143860017246663	-0.0338472058185247	0.711299015223104
MYO1E	0.152646756943452	0.0932429997152723	0.150364174564815	0.0983019467597736
GTF2A2	0.0652038192065588	0.475508305331738	0.384079635897798	1.2576668969583e-05
BNIP2	0.208087698248693	0.0214493726947076	0.473331455369692	3.67266176898043e-08
ANXA2	0.206542328686005	0.0224587034481902	0.129606201504115	0.15478867773147
VPS13C	0.418424634170688	1.61862065744599e-06	0.381966725961254	1.41634558125805e-05
TLN2	0.104261338460264	0.253093917960847	0.194550465718218	0.0317677749716046
TPM1	0.126259685159768	0.165814171178681	0.059276905947248	0.560014441801463
LACTB	0.274117392127232	0.00224833733041835	0.298142731809226	0.000990350265749964
RPS27L	0.0287722900968812	0.753070032060746	0.589028350907099	2.74339671546483e-10
RAB8B	0.298487874520104	0.000839500086315187	0.41490984009395	2.01777455974342e-06
CA12	0.229403549227967	0.0110298227286796	0.285136066380058	0.00145574686035323
USP3	0.387516681508453	1.0348043662962e-05	0.477785500473111	2.99581164938357e-08
HERC1	0.256851648150831	0.00429164916389231	0.378717864226829	1.69755373454809e-05
DAPK2	0.111086171217593	0.223174674879274	0.130896506365134	0.15068776136317
FAM96A	0.22968985672174	0.0109273875463746	0.503034337149957	3.52872153336985e-09
SNX1	0.51375483609828	1.43190961059301e-09	0.401342624852425	4.61721498197592e-06
PPIB	0.351581433330098	7.15991115186376e-05	0.194119118477876	0.0321559390180033
CSNK1G1	0.250461634457721	0.00719443234893838	0.418335895602209	1.62770337591521e-06
KIAA0101	0.0757614489925813	0.40688326908464	0.204275506194791	0.0246106099077576
TRIP4	0.162881026474376	0.0730449409581957	0.462357054531195	8.26169078719102e-08
ZNF609	0.429091678634873	8.16424413343222e-07	0.365557337274967	3.46726742627014e-05
RBPMS2	-0.0254027485902312	0.812143818263354	0.0250540653928155	0.784141964516759
PLEKHO2	0.0993484434322195	0.276269044095733	0.119274094625756	0.190690318084597
SPG21	0.0157958523786855	0.862898592161802	0.234615269867703	0.00929131888877224
MTFMT	0.0682471997515939	0.455108073298338	0.316151641080381	0.000388904549974518
PDCD7	0.025397643749424	0.812180875891275	0.343688784882491	0.000106258214617628
CLPX	-0.00217768478732148	0.981007574615423	0.416839837742863	1.78830650722708e-06
CILP	-0.0198730247856888	0.828000672014306	0.0516206343015266	0.572294427395316
PARP16	0.270026538582145	0.0191332702814007	0.349579062165201	7.92203710579535e-05
DPP8	0.387463360249873	1.03795766873606e-05	0.426544794268318	1.06933542157654e-06
VWA9	-0.0506646891847032	0.579438567041422	0.531382272668182	3.03076265181605e-10
DENND4A	0.395053689533473	6.6950252203823e-06	0.373522653139505	2.25876081233582e-05
RAB11A	0.165532422875905	0.0684344802462712	0.356388165724869	5.60074923447338e-05
DIS3L	0.127908942797363	0.175028892460557	0.471968091954037	4.06813860648021e-08
TIPIN	0.110610163351809	0.239267827256802	0.27410847186214	0.0022491127659157
MAP2K1	0.294445461502881	0.000994514412686294	0.212809713654315	0.0344447008762747
RPL4	0.027792453919597	0.761222204839253	0.257044098855256	0.00426180891655282
ZWILCH	-0.0207377064485646	0.820640063061177	0.183153079570534	0.0434580380064972
SMAD3	0.395209944245439	6.63410754151148e-06	0.345825717505599	9.55848881570203e-05
AAGAB	0.290530194645794	0.00116917789552293	0.364700786874075	3.6283689675103e-05
MAP2K5	0.311660153748075	0.00178479901426489	0.408987509480178	3.20018481301595e-06
SKOR1	-0.152031791714436	0.0945852114520774	0.0918427728198096	0.335494346973441
PIAS1	0.26871686771654	0.00276459725180599	0.309266545200853	0.000527922036350993
FEM1B	0.176470431354857	0.0518469780821172	0.380488067007104	1.53840620944418e-05
ITGA11	-0.0580967161538099	0.525017339130142	0.00511740087714357	0.955387996750362
CORO2B	0.108197397237203	0.235518611283019	0.173738579421305	0.0556416733432085
ANP32A	0.276067672922244	0.0020844935370832	0.318893469713979	0.000343633989638609
GLCE	0.109674501170867	0.229148506768318	0.249302288558039	0.00562026588218455
KIF23	0.129347542007333	0.155620740731144	0.11360117402376	0.214730427244205
RPLP1	0.0253579287149478	0.781589150200907	0.131871947134642	0.147642244537181
TLE3	0.0215004874008457	0.814159785842514	0.0804541793435815	0.380360162526704
UACA	0.213213597479853	0.0183757464058479	0.148424228430295	0.102769525734722
LARP6	0.104158252372205	0.380509914732109	0.227399892455239	0.0140923781876727
THSD4	0.129239618484277	0.155968901471801	0.193028657799127	0.0331551673917059
MYO9A	0.221584902295546	0.0141724573323145	0.218350028777391	0.0175310680107482
SENP8	0.198862831594832	0.0281004976918654	0.391994041967136	1.3511211082188e-05
PKM	0.231354876604628	0.0103480588600548	0.285461093726351	0.00143681733238859
HEXA	0.0913960776358593	0.316726427312878	0.37442909147364	2.14970693331335e-05
ARIH1	0.538427234116816	1.58861744487896e-10	0.589498781957969	9.09896941424494e-13
BBS4	0.122017573395272	0.180615450896436	0.436864986732461	6.08437017848647e-07
ADPGK	0.460336669472012	9.56211203272917e-08	0.545699712497255	8.02694358656684e-11
NEO1	0.234992931411368	0.00917528050679302	0.252574761443303	0.00500491887341285
NPTN	0.283027868850742	0.00158413913186162	0.378603213539754	1.70837788416621e-05
CD276	0.245493397219804	0.00642064805663772	0.284611541373678	0.00148677420276121
LOXL1	-0.0461762955957415	0.613521724403586	0.124545496738145	0.173486612725044
PML	0.446883288942902	2.47173887832832e-07	0.268558528278186	0.00278122970449718
ISLR	-0.020223295671135	0.825017152624767	0.0399914840813064	0.661858908950793
SEMA7A	0.0288872048943914	0.825096445384084	0.277869785314257	0.00194279156312934
UBL7	0.0285144856627404	0.755212355330676	0.435819110304365	5.23801753142884e-07
CLK3	0.157752185305888	0.0826742728301429	0.445193852033589	2.77686845808472e-07
EDC3	0.481855755754628	1.91800082760693e-08	0.473713937891367	3.5685012577049e-08
CSK	0.431901846106236	6.79056605641874e-07	0.258747003005262	0.00400575485408676
SCAMP2	0.45620964220139	1.28519221566243e-07	0.437389656199287	4.71593854462106e-07
ULK3	0.403060158266661	4.16614480132832e-06	0.196394065014332	0.0301531537136331
MPI	0.228203918433392	0.0114682424174822	0.311840796013225	0.000497894121301346
COX5A	0.0939275117010005	0.303451412518111	0.357705430508054	5.23258311797841e-05
RPP25	0.0961592550283897	0.292055298183141	0.049141610251959	0.590905696043663
PPCDC	0.349827063544152	7.8236974115968e-05	0.299053483266223	0.000819670674566437
C15orf39	0.183543002504379	0.0584385614356833	0.223005623346154	0.0135492693925203
COMMD4	0.0717390852477467	0.432313248721869	0.228426401633791	0.0117348355542797
MAN2C1	0.253035699877815	0.00492326107478212	0.276139585990904	0.00207866429517033
SIN3A	0.236377510080417	0.00876071299337015	0.396878123044738	6.57919103310499e-06
PTPN9	0.463576104335039	7.56075453146311e-08	0.512374663751105	1.61104338580704e-09
SNUPN	0.368006006294782	3.04292869658068e-05	0.410001607632402	2.73370838415434e-06
IMP3	-0.00188603355867556	0.983550793609868	0.443836106584036	3.04779353033615e-07
SNX33	0.336020626550333	0.000154393046976584	0.340021936629001	0.000127198442066092
CSPG4	0.0436956871174037	0.632725292383244	0.0406263204445422	0.658175509012571
UBE2Q2	0.100880817901272	0.268892134496726	0.287726946139156	0.00131095733395242
FBXO22	0.296868061184096	0.000898744072459032	0.274132884937704	0.0022469911206959
ETFA	0.0841790683216914	0.356604726543077	0.287757126937394	0.00130935090449779
SCAPER	0.354265286065943	6.24545464051135e-05	0.367317313568257	3.15706781634486e-05
RCN2	0.508944060221184	2.15459963183529e-09	0.452330696292893	1.69094726089932e-07
PSTPIP1	0.201548887774099	0.0260034593457805	0.164329713484959	0.0741210893939674
PEAK1	0.116116720473796	0.202783592770894	0.101736099979151	0.264833371329419
HMG20A	0.227618601447856	0.0116876436269269	0.60770970617624	1.15020957585962e-13
TBC1D2B	0.36410069388639	3.74538725628129e-05	0.334103700374204	0.000169253143021233
IDH3A	0.35294851594303	6.67953364424554e-05	0.467606357532475	6.38987838344022e-08
DNAJA4	0.299685814935729	0.00079801065449356	0.363150640999027	4.2425643917529e-05
WDR61	0.00676120221482826	0.941080435630351	0.562350376740041	1.57888201453959e-11
CRABP1	0.111592276410096	0.221060000193732	0.0670978681822309	0.4902157502189
IREB2	0.380230794755538	1.56062967396669e-05	0.313883944410894	0.000430438068073884
ADAMTS7	-0.0851830584569698	0.36968038272402	-0.106420214882829	0.243345525287087
MORF4L1	0.351845959116758	7.06451329139708e-05	0.358805555419166	4.94258861638249e-05
CTSH	0.121172218242998	0.183677328922912	0.285720292680372	0.00142188250559151
RASGRF1	-0.0589055370844368	0.566557090614536	0.139823471289566	0.124524164283318
TMED3	0.188450599541904	0.0376412158044315	0.293509295813737	0.00103395758028249
MTHFS	0.27471501507326	0.00219693380561549	0.263583908259175	0.00335197538325847
ZFAND6	0.10525193661089	0.248588033372878	0.147574679213771	0.104775515431627
FAH	-0.14281389994	0.116590325178433	-0.0167396135814842	0.854794500477921
ARNT2	0.0790211023550908	0.459093892420562	0.0572249310825051	0.531264757159178
ABHD17C	0.116068607416261	0.233830384681275	0.263463035757846	0.00336706731765216
MESDC2	0.501981367912328	3.84915538530908e-09	0.481865832019524	1.91650836508987e-08
IL16	0.204035270856365	0.024182851618328	0.172813028793203	0.0635848893030008
STARD5	0.23018983207085	0.0107505068307694	0.519786774960481	4.03478223767976e-05
RPS17	0.0313555660554634	0.731709402222629	0.38975639510659	9.10220407438301e-06
AP3B2	-0.0301882743553056	0.748763946997164	0.0678251358749343	0.465532346489537
WHAMM	0.253227055024787	0.0148713965739573	0.462184460106082	1.21405877744221e-07
HOMER2	0.267889622894527	0.00285249389405583	0.317578989285898	0.000364692718592157
C15orf40	0.293861539958212	0.00101895185291403	0.40737150578972	5.66638517201362e-06
FAM103A1	-0.0597844491829001	0.513029093143542	0.530606413660435	3.85118859997431e-10
BTBD1	0.131499642806102	0.163129629695842	0.398757904813181	5.38395630655069e-06
HDGFRP3	0.21122489733546	0.0195197850077122	0.279801124021463	0.00180067219392317
SH3GL3	-0.0435734890040848	0.633677776110946	0.258202291051163	0.0445250530089552
ADAMTSL3	0.135047620976093	0.187211542710945	0.409111650618164	3.17616105168692e-06
WDR73	0.300443052277702	0.000772762742556123	0.477450364568993	2.68915547497744e-08
SEC11A	0.283121541626957	0.00157822263747551	0.647933772254826	7.22722406548348e-16
ZNF592	0.667342591624179	4.7216180471195e-17	0.676569509944412	1.19994860773144e-17
AKAP13	0.5441067014353	9.33465651410268e-11	0.382971844412544	1.33864574895511e-05
KLHL25	0.0650467194229344	0.52455347046894	0.441805344186137	2.1263002138107e-06
MRPL46	0.159206865421401	0.0798452753360519	0.590945516245231	7.75681190943863e-13
MRPS11	-0.0552075270341798	0.545863263694555	0.405166625069037	3.66977178655003e-06
DET1	0.295099860781859	0.0374820454748262	0.248759152560864	0.00572867384413081
ISG20	0.198587504033055	0.0283233630899318	0.275611672676571	0.00212180258247309
ACAN	0.043283233290074	0.635942601164316	0.114005367773282	0.218980217425719
HAPLN3	0.208995286592885	0.0208749706161019	0.251040011678429	0.00528559465120306
MFGE8	0.0936268097402042	0.305008917930455	0.324474490313689	0.000266137802582835
FANCI	0.314641524441982	0.000416128480429247	0.435382989721438	5.39248019335773e-07
POLG	0.039829486002916	0.663145051427934	0.500158738066823	4.47098958491867e-09
TICRR	-0.00965072656044213	0.934506862856696	0.375424049236763	3.28720609039095e-05
KIF7	0.0109113106000858	0.905051770480543	0.113598040188908	0.233031324639734
PLIN1	0.0142043886918757	0.876596409786641	0.027150600633824	0.766576668904984
PEX11A	-0.0533464217746971	0.665699285980036	0.10711552312186	0.240262085091033
ANPEP	0.0692133877262518	0.448734855099028	0.108538288492582	0.234037626340445
IDH2	0.296908681789777	0.000897212780220469	0.383046016499627	1.33307396123744e-05
SEMA4B	0.232974137434201	0.00981071571085456	0.251310023541569	0.00523521967530761
CIB1	0.0355051324879848	0.697829339136207	0.334245357087811	0.000179039647741309
GDPGP1	0.20054496339032	0.02677104928478	0.253214368930054	0.00489193023931247
NGRN	0.113302604334758	0.214018751156528	0.633308570370549	4.97513110346095e-15
IQGAP1	0.393771461440766	7.21525604004521e-06	0.331694977606602	0.000332048159378503
CRTC3	0.295882471432764	0.000936639203491904	0.45808124554767	1.12445478817675e-07
BLM	0.0716830246701116	0.43267397346753	0.285497248443631	0.0014347255946978
FES	0.269347592790577	0.00269923073698568	0.210232393985545	0.0217407240917402
MAN2A2	0.211252363741406	0.0195035753754222	0.362283121549556	4.12176290306142e-05
HDDC3	0.16297274218833	0.0728813715172716	0.396740762288859	1.62591060248231e-05
UNC45A	0.340250722805215	0.000125787054702212	0.409303188537834	2.85331094566812e-06
RCCD1	0.185675322366741	0.040601246309159	0.410643939037449	2.67131804574281e-05
FAM174B	0.195783929376544	0.0779368858621062	0.282130856172399	0.00164182508841707
CHD2	0.199975868722205	0.0272146923357321	0.519888611836899	8.42603324703901e-10
NR2F2	0.14627016551383	0.107915387846841	0.178614049322134	0.0490213359124805
IGF1R	0.612315298474867	6.67482794327645e-14	0.365903489275669	3.40408577382287e-05
SYNM	0.0176822688887876	0.846714975861572	0.0872911444187865	0.339040350458787
ALDH1A3	0.227074889132183	0.0118947347731539	0.32983424949598	0.000207248992853986
CHSY1	0.208296633490571	0.0213159496638532	0.264700334674105	0.00321542938180821
VIMP	0.382456212139559	1.3779904626705e-05	0.632559882456796	5.47645909801728e-15
SNRPA1	0.0407667694603389	0.655717413596864	0.533858377242813	2.41929199100184e-10
PCSK6	0.109699449410834	0.241098454663946	0.368338034070315	2.9892948449801e-05
TARSL2	0.257771988860983	0.00415061975652885	0.20993677510638	0.0202931515126823
AXIN1	0.0148166464673768	0.875667588271873	0.492419952000415	8.36273837067078e-09
CAPN15	0.400235558309176	4.93203402393838e-06	0.366261095827162	3.33994832318581e-05
DECR2	0.447181712724677	2.42127720899817e-07	0.263566767375384	0.00335411185704448
HBA1	-0.013627898487858	0.881567532386077	-0.0462289349581619	0.617608793357199
HBM	0.00164949297287976	0.988716988127744	0.233346392330613	0.422046146466209
HBQ1	0.0146409648557364	0.900105311467506	0.0671914831397686	0.772288530892207
HBZ	-0.00416531447561481	0.963681697408637	0.244169669662927	0.170875728810954
LUC7L	0.385447313071532	1.16405215455026e-05	0.572805775466356	5.42567838222199e-12
MPG	0.545310607344055	8.32899482449893e-11	0.375861496574315	1.98740868885627e-05
MRPL28	0.209929951467951	0.0202973175892077	0.459795521646027	9.94233606165285e-08
NME4	0.300114983884205	0.000783609966308287	0.407777887142188	3.13197434289362e-06
NPRL3	-0.0476163199841721	0.602491665180475	0.466896388209791	7.64128167301575e-08
PIGQ	0.161591296095991	0.0995910986077215	0.469271690931664	4.97358663241223e-08
POLR3K	0.376220706523498	1.94855466280763e-05	0.561916801227058	1.6490679110179e-11
RAB11FIP3	0.24900967076646	0.0454727545974252	0.520767317545791	7.80289585669881e-10
RHBDF1	0.181248715691936	0.0457244386587826	0.508983465857893	2.14745576592151e-09
WDR90	0.241798083561377	0.0276464615944944	0.428462344839671	8.50620052886104e-07
RHOT2	0.406809220777205	3.32212145344006e-06	0.455804663329328	1.3227514280906e-07
JMJD8	0.0712088739775228	0.507247917690342	0.516910790727617	1.09143195526256e-09
STUB1	0.462830100885755	7.98262117612169e-08	0.417016515068593	1.76858535771245e-06
WDR24	0.333420929634444	0.000174859316851036	0.207749611545368	0.0294190371762567
FAM173A	0.169394441141262	0.110464003672597	0.413720045762971	7.03749847337634e-06
HAGHL	0.111810837520948	0.232106907432215	0.366881875878234	8.06967945956083e-05
NARFL	0.521675316088748	7.20569760343184e-10	0.504764863439496	3.05703804478204e-09
CHTF18	0.0894827425748971	0.327005971506639	0.235166285899486	0.00912244551898433
TPSB2	0.294522570803373	0.000991327704856026	0.325149009174995	0.000273797554370802
UBE2I	0.209746653225302	0.0204095037932518	0.384482133257975	1.2294049967984e-05
TSR3	0.404575966860906	3.80299511979999e-06	0.351020470392074	7.36621013804373e-05
GNPTG	0.208501126203585	0.0211860553075794	0.474364470031995	3.39780862194729e-08
UNKL	0.357224161728419	5.3643867387322e-05	0.526847427403907	4.70869619897007e-09
CLCN7	0.0943531841634666	0.301255553177651	0.442678155526437	3.29858787872046e-07
IFT140	0.355360144370397	5.9047574244689e-05	0.600334636497414	2.70012502663739e-13
TELO2	0.0583908927610777	0.522917611567061	0.359888374289082	5.40815320799011e-05
HN1L	0.615230842831066	4.70797508438666e-14	0.613123381187635	6.06145193804255e-14
MAPK8IP3	0.0178034763760872	0.845677238195507	0.316926129981393	0.000397473475004623
NME3	0.47043613181029	4.56113213439127e-08	0.318796454611286	0.000612954713280497
MRPS34	0.141958625464684	0.118818303787888	0.320391163669213	0.00032101192814776
IGFALS	0.0468624920964671	0.608254725739622	0.457136732818465	1.20937937810603e-06
NUBP2	0.378719976286295	1.69735494204555e-05	0.342777164110479	0.000135595343351731
HAGH	0.486077836879613	1.38112649904842e-08	0.447797300166577	2.32027162777979e-07
FAHD1	0.432110101207233	6.69804262034683e-07	0.531890243847176	2.89427456127948e-10
MSRB1	0.144624299184594	0.274451034013402	0.24079951500519	0.0075452194157689
NDUFB10	0.177665206467442	0.0502559159216423	0.573737656955001	4.92391917678246e-12
RPS2	-0.240607611435255	0.00759469530048085	0.134478016333955	0.139733555475254
TBL3	-0.119569845757414	0.189584990250007	0.378841722792628	1.68593279603637e-05
GFER	0.417897755121694	1.67326212161403e-06	0.497309299697274	6.52746639576887e-09
ZNF598	0.434932324228083	5.55664453182291e-07	0.341176600441022	0.000120222818608372
SLC9A3R2	0.174502735251058	0.0545578915774215	0.345201268527422	9.85956286835156e-05
NTHL1	0.350553642705306	7.54210784848235e-05	0.408798506003929	1.35763835774851e-05
TSC2	0.3631347043641	3.94121274320605e-05	0.48780186493722	1.20626219364765e-08
PKD1	-0.0327955362876084	0.744745062884062	0.243851714131591	0.00679578225921252
TRAF7	0.185443722798147	0.0408568364518601	0.398674800403142	5.41050138529235e-06
MLST8	0.29440049411652	0.000996377106760136	0.435674692620349	5.28869399610933e-07
PGP	0.554500958592862	3.436569053887e-11	0.422628840704189	1.23939995491882e-06
E4F1	0.171902323825932	0.088872814670097	0.366770654297922	3.25051374773149e-05
ECI1	0.345404252974341	9.76073892406714e-05	0.39769640016096	5.73246717935068e-06
ABCA3	0.286498547727243	0.00290717268170446	0.426112804827467	9.90709432044315e-07
TBC1D24	0.388016900873255	1.00565911906672e-05	0.200401947996831	0.0281901946416452
AMDHD2	0.392712898000337	7.6732690648765e-06	0.328178777344682	0.000268776021128628
PDPK1	0.540152153104946	1.35313376295597e-10	0.467108733077284	7.52458616555874e-08
KCTD5	0.0460154289399233	0.614759348351817	0.37387511183112	2.21575285673456e-05
SRRM2	0.252742278615484	0.00497510345093333	0.538850909705771	1.52735970529423e-10
TCEB2	0.268850415906956	0.00275063874578067	0.352661382439482	0.000751912542102268
ZG16B	0.100493846924225	0.322315702526045	0.353061302460965	6.64127719195051e-05
FLYWCH2	0.606972260731661	1.25390764703068e-13	0.474334548546551	3.40548511828447e-08
FLYWCH1	0.244184543694157	0.0623485341683859	0.250562846965408	0.00537567519235678
PKMYT1	0.162559632560235	0.0943417467679288	0.213678515666004	0.0286195503033293
TNFRSF12A	0.233044989896764	0.016212480835879	0.152741880205332	0.0930367398743903
THOC6	-0.0480944751190831	0.59884877572963	0.303001280373791	0.000768459497443696
ZNF213	0.404886120870969	0.0004612044051189	0.504335255240121	3.16813389606042e-09
ZNF597	0.244628507364699	0.0208649927079754	0.312824776733384	0.000628594142594988
CLUAP1	0.247456449661481	0.00599631305043619	0.509655865759641	2.02901033238595e-09
SLX4	0.0815891034479284	0.419678074637765	0.426767129905763	9.49636323788956e-07
TRAP1	0.324980714376373	0.00025997602706463	0.359432658258333	4.78408617775444e-05
CREBBP	0.617166092303635	3.72679827088707e-14	0.520354165310471	8.09014695986394e-10
ADCY9	0.227797657102059	0.0298821483341217	0.440911168135774	3.71953796830243e-07
TFAP4	0.0989187724760315	0.278361727177665	0.290078207545643	0.00119104810586425
CORO7	0.0708428783857388	0.451839433516564	0.350261492098381	7.6541752366184e-05
VASN	0.146008624587735	0.108553660749741	0.196220569060118	0.0303020723820618
DNAJA3	0.431319853439983	7.05562410968872e-07	0.51592722201515	1.18816274493916e-09
NMRAL1	0.240722880034855	0.00756494284010226	0.462024505835773	8.46343221982875e-08
HMOX2	0.270517816464546	0.00258163464492069	0.498110347095608	5.28499224375026e-09
UBALD1	0.331463248232685	0.000518871540890254	0.31437469093043	0.000421117763818543
MGRN1	0.159001740780761	0.0802394222925732	0.459232216405255	1.03534569739887e-07
ANKS3	0.100515813796496	0.418327314319203	0.472666671903642	5.70921752198708e-08
NUDT16L1	0.454646426779955	1.43604486568318e-07	0.382148286881448	1.40200303779837e-05
ROGDI	0.00146081640167513	0.987259005599587	0.397672198698974	9.85192981249209e-06
GLYR1	0.468487390549492	5.27125676270097e-08	0.648600343403834	6.60233174488839e-16
UBN1	0.261315632421611	0.00364557002649318	0.605798721179736	1.43788488606246e-13
PPL	0.435810989267761	5.24085490998515e-07	0.310837926446217	0.000492672107562175
ALG1	0.141514449359557	0.119988305789502	0.358491609485705	5.02377317066618e-05
ABAT	0.449574083665479	2.05078862694368e-07	0.483825751676155	1.88877210734778e-08
PMM2	0.538540926463003	1.57195031443929e-10	0.485761042685227	1.41579804589405e-08
CARHSP1	0.430780565047433	7.30999441689371e-07	0.15114322131011	0.0993850920003284
USP7	0.5777422139306	3.23365094915476e-12	0.471159863783642	4.32149963788547e-08
NUBP1	0.537232836495744	1.77434068348088e-10	0.640136915719766	2.04752482924823e-15
CLEC16A	0.293692523751641	0.00102612698894851	0.485994297823584	1.39018953682594e-08
LITAF	0.162038838906273	0.0745608376522557	0.515412109980324	1.24206249888879e-09
TXNDC11	0.143012096772515	0.16910625396493	0.41465462964847	2.05012998329334e-06
ZC3H7A	0.535419942689409	2.09682312288095e-10	0.312126245261504	0.000465402864885014
RSL1D1	-0.138344070967558	0.128599794234497	0.29136315509553	0.00112983096008934
GSPT1	0.629588833892391	7.99558306179878e-15	0.355711369195016	5.79919864960197e-05
TNFRSF17	0.130766346147332	0.35547435163062	-0.354904013656051	9.26484758476604e-05
SNX29	0.359390908437699	4.79448895190901e-05	0.458734048204419	1.07305300707128e-07
CPPED1	0.227837304254714	0.0116052381723715	0.169433275948604	0.0620834790686406
ERCC4	0.476086087859138	2.98297402424942e-08	0.49761557591268	5.50197347500338e-09
MKL2	0.545833561921286	7.92550583281514e-11	0.44612746579376	3.27690083825462e-07
PARN	0.573541297038206	5.02576355888794e-12	0.644590946659305	1.13362642741298e-15
ABCC1	0.00659863394084083	0.942494659879088	0.234151610805699	0.00943554714845699
ARL6IP1	0.205961336087569	0.0272238060288646	0.244036134304478	0.00675269303453888
FOPNL	0.377056945936361	0.00324258304137002	0.556270896726688	2.88887822183196e-11
KIAA0430	0.360748346673187	4.46687857779973e-05	0.411036949825451	2.56511477042769e-06
MYH11	0.113968315764511	0.211321741718963	0.168500989370158	0.0842354295551922
NDE1	0.50058216066835	4.31845450595154e-09	0.266741990601954	0.00350244325029953
NOMO1	-0.0626480264331917	0.505961074240061	0.309025211188138	0.000821641498167094
NOMO2	-0.105269397978709	0.248509107826045	0.348529995816203	8.35092322232405e-05
NTAN1	0.022769903283019	0.803403337041557	0.349418552097278	0.0271035641809453
PDXDC1	0.414384051941844	2.08497072755249e-06	0.572783096772364	5.43848596131779e-12
RPS15A	-0.100790642003241	0.269322510773882	0.24522741004079	0.00648015005450981
RRN3	0.273671908431787	0.00228736004242811	0.43024370091665	8.42077191853255e-07
